date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:59:53	3278/3278	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:59:51%20GMT	https://static.wixstatic.com/media/7eba9c_dfb863132caa4bf3a3aed6266c296fbe~mv2.jpg/v1/fill/w_147,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_dfb863132caa4bf3a3aed6266c296fbe~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_dfb863132caa4bf3a3aed6266c296fbe_mv2.jpg/v1/fill/w_147,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_dfb863132caa4bf3a3aed6266c296fbe_mv2.jpg	(from https://www.annekeslershields.com/shop?page=2)
10:59:57	1500139/1500139	---MCZ	200	added ('OK')	text/html	etag:W/%227cf07b700debffc6942fc634a2da37d7%22	https://www.annekeslershields.com/product-page/curve-x-blue	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-x-blue.html	(from https://www.annekeslershields.com/shop?page=2)
10:59:57	2832/2832	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:59:54%20GMT	https://static.wixstatic.com/media/7eba9c_a67ec8a3c9964297be8262375fd11035~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_a67ec8a3c9964297be8262375fd11035~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a67ec8a3c9964297be8262375fd11035_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_a67ec8a3c9964297be8262375fd11035_mv2.jpg	(from https://www.annekeslershields.com/shop?page=2)
10:59:58	1503289/1503289	---MCZ	200	added ('OK')	text/html	etag:W/%22da303580123a232ef580323ad3cb1897%22	https://www.annekeslershields.com/product-page/curve-x-cerise	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-x-cerise.html	(from https://www.annekeslershields.com/shop?page=2)
10:59:59	2745/2745	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2015:59:57%20GMT	https://static.wixstatic.com/media/7eba9c_a7b51d50fbf04d2cbaeebd2072b513a3~mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_a7b51d50fbf04d2cbaeebd2072b513a3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a7b51d50fbf04d2cbaeebd2072b513a3_mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_a7b51d50fbf04d2cbaeebd2072b513a3_mv2.jpg	(from https://www.annekeslershields.com/shop?page=2)
11:00:02	1499103/1499103	---MCZ	200	added ('OK')	text/html	etag:W/%225b6d288a36016599819f9e17e743e1a3%22	https://www.annekeslershields.com/product-page/curve-x-yellow	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-x-yellow.html	(from https://www.annekeslershields.com/shop?page=2)
11:00:03	3375/3375	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:00%20GMT	https://static.wixstatic.com/media/7eba9c_7c5da261e59b419f95855a8a6bb60109~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_7c5da261e59b419f95855a8a6bb60109~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_7c5da261e59b419f95855a8a6bb60109_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_7c5da261e59b419f95855a8a6bb60109_mv2.jpg	(from https://www.annekeslershields.com/shop?page=2)
11:00:05	1500131/1500131	---MCZ	200	added ('OK')	text/html	etag:W/%2286075133ae44e0430779faba43881ff3%22	https://www.annekeslershields.com/product-page/curve-ix-red	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-ix-red.html	(from https://www.annekeslershields.com/shop?page=2)
11:00:05	3011/3011	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:03%20GMT	https://static.wixstatic.com/media/7eba9c_c3d1306b93b8415ab6a55befca555e08~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_c3d1306b93b8415ab6a55befca555e08~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c3d1306b93b8415ab6a55befca555e08_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_c3d1306b93b8415ab6a55befca555e08_mv2.jpg	(from https://www.annekeslershields.com/shop?page=2)
11:00:08	822428/822428	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e1e87bbbae605bd6f578b76af2677ccd%22	https://static.parastorage.com/services/wixstores-client-gallery/1.5824.0/GridGalleryViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.parastorage.com/services/wixstores-client-gallery/1.5824.0/GridGalleryViewerWidgetNoCss.bundle.min.js	(from https://www.annekeslershields.com/shop?page=2)
11:00:10	1480969/1480969	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%220bfd008b3d11f846364be4659b359581%22	https://www.annekeslershields.com/product-page/t	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/t.11d.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:13	1478918/1478918	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22dfc63c6add6d2c498068446c4b449739%22	https://www.annekeslershields.com/product-page/o	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/o.11e.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:14	77824/77824	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:12%20GMT	https://static.wixstatic.com/media/7eba9c_616e4943561a4a7a8994f869776ce191~mv2.jpg/v1/fill/w_1200,h_1199,al_c,q_85/7eba9c_616e4943561a4a7a8994f869776ce191~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_616e4943561a4a7a8994f869776ce191_mv2.jpg/v1/fill/w_1200,h_1199,al_c,q_85/7eba9c_616e4943561a4a7a8994f869776ce191_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:15	2751/2751	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:13%20GMT	https://static.wixstatic.com/media/7eba9c_616e4943561a4a7a8994f869776ce191~mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_616e4943561a4a7a8994f869776ce191~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_616e4943561a4a7a8994f869776ce191_mv2.jpg/v1/fill/w_180,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_616e4943561a4a7a8994f869776ce191_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:18	1498038/1498038	---MCZ	200	added ('OK')	text/html	etag:W/%22938710a4b8e89768855d9b70edb4cbe5%22	https://www.annekeslershields.com/product-page/curve-ix-blue	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-ix-blue.html	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:18	3615/3615	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:15%20GMT	https://static.wixstatic.com/media/7eba9c_dc6315895fd94c018ce011b461767e33~mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_dc6315895fd94c018ce011b461767e33~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_dc6315895fd94c018ce011b461767e33_mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_dc6315895fd94c018ce011b461767e33_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:20	1502430/1502430	---MCZ	200	added ('OK')	text/html	etag:W/%222d3a871d4213475d9c5e4fc6af03eb63%22	https://www.annekeslershields.com/product-page/curve-viii-green	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-viii-green.html	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:20	5095/5095	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:18%20GMT	https://static.wixstatic.com/media/7eba9c_ecec6c7f286f47898f30f37e19312dd6~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_ecec6c7f286f47898f30f37e19312dd6~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_ecec6c7f286f47898f30f37e19312dd6_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_ecec6c7f286f47898f30f37e19312dd6_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:24	1499909/1499909	---MCZ	200	added ('OK')	text/html	etag:W/%22575562e62018ee472c3d57d5b7fbb4e4%22	https://www.annekeslershields.com/product-page/curve-viii-pink	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-viii-pink.html	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:24	4138/4138	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:21%20GMT	https://static.wixstatic.com/media/7eba9c_d92c99189797462d9dc3c0ac5baff941~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_d92c99189797462d9dc3c0ac5baff941~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_d92c99189797462d9dc3c0ac5baff941_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_d92c99189797462d9dc3c0ac5baff941_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:28	1478957/1478957	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225802cfebe84abb2c7bf61478fd8c8c0f%22	https://www.annekeslershields.com/product-page/window.location.href	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/window.location.127.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:31	1480365/1480365	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22895b399eefcafa75c7d3b6bc77e739fc%22	https://www.annekeslershields.com/product-page/robots.txt	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/robots.128.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:31	2206/2206	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Feb%202026%2016:00:29%20GMT	https://www.annekeslershields.com/product-page/sitemap.xml	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/sitemap.129.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:31	2207/2207	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Feb%202026%2016:00:29%20GMT	https://www.annekeslershields.com/product-page/feed.xml	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/feed.12a.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:31	1093953/1093953	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e1998e07ed90c086e439cd03ed694c53%22	https://static.parastorage.com/services/wixstores-client-product-page/1.4201.0/ProductPageViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.parastorage.com/services/wixstores-client-product-page/1.4201.0/ProductPageViewerWidgetNoCss.bundle.min.js	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:35	1478861/1478861	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229aa2ffb6e45bb0dc824ec927912fe40a%22	https://www.annekeslershields.com/product-page/decodeURIComponent(e	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/decodeURIComponent(e.12c.delayed	(from https://www.annekeslershields.com/product-page/diffusion-iv-green)
11:00:37	135955/135955	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:35%20GMT	https://static.wixstatic.com/media/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3~mv2.jpg/v1/fill/w_1191,h_1200,al_c,q_85/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3_mv2.jpg/v1/fill/w_1191,h_1200,al_c,q_85/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-yellow)
11:00:38	3970/3970	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:36%20GMT	https://static.wixstatic.com/media/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3~mv2.jpg/v1/fill/w_179,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3_mv2.jpg/v1/fill/w_179,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_e4bc1be4db304359a1d4f1a826fb3dd3_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-yellow)
11:00:41	110217/110217	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:39%20GMT	https://static.wixstatic.com/media/7eba9c_f6645e6211974e3881a9cbbfee9045aa~mv2.jpg/v1/fill/w_1189,h_1200,al_c,q_85/7eba9c_f6645e6211974e3881a9cbbfee9045aa~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f6645e6211974e3881a9cbbfee9045aa_mv2.jpg/v1/fill/w_1189,h_1200,al_c,q_85/7eba9c_f6645e6211974e3881a9cbbfee9045aa_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-orange)
11:00:41	3926/3926	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:40%20GMT	https://static.wixstatic.com/media/7eba9c_f6645e6211974e3881a9cbbfee9045aa~mv2.jpg/v1/fill/w_178,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_f6645e6211974e3881a9cbbfee9045aa~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f6645e6211974e3881a9cbbfee9045aa_mv2.jpg/v1/fill/w_178,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_f6645e6211974e3881a9cbbfee9045aa_mv2.jpg	(from https://www.annekeslershields.com/product-page/diffusion-iv-orange)
11:00:46	220745/220745	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:43%20GMT	https://static.wixstatic.com/media/7eba9c_f111affd79be476b8bb1bb7b065d75cd~mv2.jpg/v1/fill/w_980,h_1200,al_c,q_85/7eba9c_f111affd79be476b8bb1bb7b065d75cd~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f111affd79be476b8bb1bb7b065d75cd_mv2.jpg/v1/fill/w_980,h_1200,al_c,q_85/7eba9c_f111affd79be476b8bb1bb7b065d75cd_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-xii-blue)
11:00:53	1478585/1478585	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2215a5054664b98d4af565e571cacd21b5%22	https://www.annekeslershields.com/product-page/e	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/e.132.delayed	(from https://www.annekeslershields.com/product-page/curve-xi-green)
11:00:55	209737/209737	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:52%20GMT	https://static.wixstatic.com/media/7eba9c_a42f281d187f439e92b9d9bed76f14d5~mv2.jpg/v1/fill/w_975,h_1200,al_c,q_85/7eba9c_a42f281d187f439e92b9d9bed76f14d5~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_a42f281d187f439e92b9d9bed76f14d5_mv2.jpg/v1/fill/w_975,h_1200,al_c,q_85/7eba9c_a42f281d187f439e92b9d9bed76f14d5_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-xi-green)
11:00:58	1092749/1092749	---M-Z	200	added ('OK')	application/javascript	etag:W/%22135147af50ffce84daec98390e8be2fe%22	https://static.parastorage.com/services/wixstores-client-product-page/1.4188.0/ProductPageViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.parastorage.com/services/wixstores-client-product-page/1.4188.0/ProductPageViewerWidgetNoCss.bundle.min.js	(from https://www.annekeslershields.com/product-page/curve-xi-green)
11:01:01	190344/190344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:00:57%20GMT	https://static.wixstatic.com/media/7eba9c_87cb68400ce449c1ba88fbaee48ce454~mv2.jpg/v1/fill/w_975,h_1200,al_c,q_85/7eba9c_87cb68400ce449c1ba88fbaee48ce454~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_87cb68400ce449c1ba88fbaee48ce454_mv2.jpg/v1/fill/w_975,h_1200,al_c,q_85/7eba9c_87cb68400ce449c1ba88fbaee48ce454_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-xi-b-w)
11:01:07	262774/262774	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:02%20GMT	https://static.wixstatic.com/media/7eba9c_ee850596edab46fc892bc8d8716b7bdf~mv2.jpg/v1/fill/w_980,h_1200,al_c,q_85/7eba9c_ee850596edab46fc892bc8d8716b7bdf~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_ee850596edab46fc892bc8d8716b7bdf_mv2.jpg/v1/fill/w_980,h_1200,al_c,q_85/7eba9c_ee850596edab46fc892bc8d8716b7bdf_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-vi-yellow)
11:01:08	276278/276278	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:07%20GMT	https://static.wixstatic.com/media/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7~mv2.jpg/v1/fill/w_983,h_1200,al_c,q_85/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7_mv2.jpg/v1/fill/w_983,h_1200,al_c,q_85/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-vi-b-w)
11:01:09	3649/3649	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:07%20GMT	https://static.wixstatic.com/media/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7~mv2.jpg/v1/fill/w_147,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7_mv2.jpg/v1/fill/w_147,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_c10ccdc11f7f4b7fab22094a74b41ce7_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-vi-b-w)
11:01:16	142118/142118	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:12%20GMT	https://static.wixstatic.com/media/7eba9c_38897de47de847ea868158eb027cc29c~mv2.jpg/v1/fill/w_922,h_1200,al_c,q_85/7eba9c_38897de47de847ea868158eb027cc29c~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_38897de47de847ea868158eb027cc29c_mv2.jpg/v1/fill/w_922,h_1200,al_c,q_85/7eba9c_38897de47de847ea868158eb027cc29c_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-ix-lilac)
11:01:19	135351/135351	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:16%20GMT	https://static.wixstatic.com/media/7eba9c_9379f913328742f88f119f659fb16289~mv2.jpg/v1/fill/w_920,h_1200,al_c,q_85/7eba9c_9379f913328742f88f119f659fb16289~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_9379f913328742f88f119f659fb16289_mv2.jpg/v1/fill/w_920,h_1200,al_c,q_85/7eba9c_9379f913328742f88f119f659fb16289_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-vii-green)
11:01:26	222700/222700	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:21%20GMT	https://static.wixstatic.com/media/7eba9c_221c4981af8647219af16f8117ce8469~mv2.jpg/v1/fill/w_976,h_1200,al_c,q_85/7eba9c_221c4981af8647219af16f8117ce8469~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_221c4981af8647219af16f8117ce8469_mv2.jpg/v1/fill/w_976,h_1200,al_c,q_85/7eba9c_221c4981af8647219af16f8117ce8469_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-ii-orange)
11:01:27	209699/209699	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:26%20GMT	https://static.wixstatic.com/media/7eba9c_f5283b9b6fe04796a68a8bee56335e27~mv2.jpg/v1/fill/w_1200,h_981,al_c,q_85/7eba9c_f5283b9b6fe04796a68a8bee56335e27~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f5283b9b6fe04796a68a8bee56335e27_mv2.jpg/v1/fill/w_1200,h_981,al_c,q_85/7eba9c_f5283b9b6fe04796a68a8bee56335e27_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-iv-red)
11:01:28	2513/2513	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:26%20GMT	https://static.wixstatic.com/media/7eba9c_f5283b9b6fe04796a68a8bee56335e27~mv2.jpg/v1/fill/w_180,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_f5283b9b6fe04796a68a8bee56335e27~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f5283b9b6fe04796a68a8bee56335e27_mv2.jpg/v1/fill/w_180,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_f5283b9b6fe04796a68a8bee56335e27_mv2.jpg	(from https://www.annekeslershields.com/product-page/curve-iv-red)
11:01:34	1074265/1074265	---MCZ	200	added ('OK')	text/html	etag:W/%2248981aec2f58735eac3fff17e3d042a7%22	https://www.annekeslershields.com/shop?page=4	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/shopfdb0.html	(from https://www.annekeslershields.com/shop?page=3)
11:01:36	1500043/1500043	---MCZ	200	added ('OK')	text/html	etag:W/%2264c20875de567bde1560225022875792%22	https://www.annekeslershields.com/product-page/curve-viii-b-w	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-viii-b-w.html	(from https://www.annekeslershields.com/shop?page=3)
11:01:36	5038/5038	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:31%20GMT	https://static.wixstatic.com/media/7eba9c_f2a5e0ee234e498fafd8aee74b2bb61f~mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_f2a5e0ee234e498fafd8aee74b2bb61f~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_f2a5e0ee234e498fafd8aee74b2bb61f_mv2.jpg/v1/fill/w_137,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_f2a5e0ee234e498fafd8aee74b2bb61f_mv2.jpg	(from https://www.annekeslershields.com/shop?page=3)
11:01:39	1500301/1500301	---MCZ	200	added ('OK')	text/html	etag:W/%2236090dd4ddaccc8b92a8477cada73bed%22	https://www.annekeslershields.com/product-page/curve-vii-green-blue	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-vii-green-blue.html	(from https://www.annekeslershields.com/shop?page=3)
11:01:39	5420/5420	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Feb%202026%2016:01:36%20GMT	https://static.wixstatic.com/media/7eba9c_e6215cafef164225bca89fdd819dd905~mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7eba9c_e6215cafef164225bca89fdd819dd905~mv2.jpg	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/static.wixstatic.com/media/7eba9c_e6215cafef164225bca89fdd819dd905_mv2.jpg/v1/fill/w_138,h_180,al_c,q_80,usm_0.66_1.00_0.01,blur_2/7eba9c_e6215cafef164225bca89fdd819dd905_mv2.jpg	(from https://www.annekeslershields.com/shop?page=3)
11:01:42	1500213/1500213	---MCZ	200	added ('OK')	text/html	etag:W/%22d01247f16fd60c5f9fd814f9250a0f49%22	https://www.annekeslershields.com/product-page/curve-vii-b-w	C:/My%20Web%20Sites/AnneKessler/AnneKesler%20Website/www.annekeslershields.com/product-page/curve-vii-b-w.html	(from https://www.annekeslershields.com/shop?page=3)
